Aphrika	Africa
Rocafuerte	Rocafuerte
Katiguriya:Yachachiy ministru (Piruw)	Category:Peruvian Ministers of Education
Tukawaka mayu	Tucavaca River
Tukawaka qhichwa risirwa	Tucavaca Valley Municipal Reserve
Tumpis mama llaqta risirwa	Tumbes National Reserve
Los Manglares de Tumbes mamallaqta willkachasqa	Tumbes Mangals National Sanctuary
Katiguriya:Kusituy (Piruw)	Category:Peruvian musical groups
Umari distritu	Umari District
Katiguriya:Llaqta (Amarumayu suyu)	Category:Populated places in the Amazonas Region
Katiguriya:Marka (Ikwadur)	Category:Provinces of Ecuador
Katiguriya:Umalliq (Sinigal)	Category:Presidents of Senegal
Uqshapallqa	Uqshapallqa
Kirusapa chini	Urera baccifera
Urpay distritu	Urpay District
Urupampa walla	Urupampa mountain range
Usnu	Ushnu
Katiguriya:Buliwyapi amachasqa sallqa suyukuna	Category:Protected areas of Bolivia
Utiqyaku distritu	Uticyacu District
Katiguriya:Takiq (Piruw)	Category:Peruvian singers
Katiguriya:Ariqipa llaqtapi paqarisqa	Category:People from Arequipa
K'aymitu	Vaccinium floribundum
Valencia (Ikwadur)	Valencia, Ecuador
El Valle kitilli	Valle, Ecuador
Vargas Guerra distritu	Vargas Guerra District
Mitu	Vasconcellea candicans
Katiguriya:Walla (Piruw)	Category:Mountain ranges of Peru
Irkis kitilli	Victoria del Portete
Katiguriya:Truhillu llaqtapi paqarisqa	Category:People from Trujillo, Peru
Villa Rica distritu	Villa Rica District
Katiguriya:Wankayu llaqtapi paqarisqa runakuna	Category:People from Huancayo
Katiguriya:Umalliq (Qasaqsuyu)	Category:Presidents of Kazakhstan
Katiguriya:O'Higgins suyu	Category:O'Higgins Region
Khayara	Vriesea maxoniana
Walaychu (waqachina)	Walaychu
Walter Peñaloza	Walter Peñaloza
Wamashrahu	Wamashrahu
Wasa Mayu	Wasa Mayu
Waytapallana walla	Waytapallana mountain range
Katiguriya:Umalliq (Chad)	Category:Heads of state of Chad
Katiguriya:Umalliq (Wayana)	Category:Presidents of Guyana
Katiguriya:Umalliq (Gambya)	Category:Presidents of the Gambia
Katiguriya:Umalliq (Yiwuti)	Category:Presidents of Djibouti
Katiguriya:Umalliq (Sambya)	Category:Presidents of Zambia
Katiguriya:Umalliq (Malawi)	Category:Presidents of Malawi
Katiguriya:Umalliq (Tugu)	Category:Presidents of Togo
Katiguriya:Umalliq (Turkminsuyu)	Category:Presidents of Turkmenistan
Katiguriya:Umalliq (Ithiyupya)	Category:Presidents of Ethiopia
Katiguriya:Uma kamayuq (Grinada)	Category:Prime Ministers of Grenada
Katiguriya:Uma kamayuq (Yiwuti)	Category:Prime Ministers of Djibouti
Katiguriya:Uma kamayuq (Namiwya)	Category:Prime Ministers of Namibia
Katiguriya:Uma kamayuq (Swasisuyu)	Category:Prime Ministers of Swaziland
Katiguriya:Uma kamayuq (Tugu)	Category:Prime Ministers of Togo
Wila Jaqhi	Wila Jaqhi
Katiguriya:Pruwinsya (Buliwya)	Category:Provinces of Bolivia
Katiguriya:Takichaq	Category:Composers
Wiraquchapampa (Wamachuku)	Wiraquchapampa
Katiguriya:Gothic	Category:Gothic rock
Yaku mama	Yacumama
Yanawanka distritu	Yanahuanca District
Yanisha ayllu llaqta risirwa	Yanesha Communal Reservation
Yaru rimay	Yaru Quechua
Yata mayu	Yata River
Yawli distritu (Wankawillka)	Yauli District, Huancavelica
Yawpi	Yaupi
Yawyukan distritu	Yauyucán District
Yawari distritu	Yavari District
Yayamari	Yayamari
Katiguriya:Qhapaq (Ithiyupya)	Category:Emperors of Ethiopia
Yunsa kantun	Yonza Canton
Katiguriya:Mama llaqta (Asya)	Category:Countries in Asia
Katiguriya:Mama llaqta (Awya Yala)	Category:Countries in the Americas
Katiguriya:Walla (Buliwya)	Category:Mountain ranges of Bolivia
Yorongos distritu	Yorongos District
Yukay	Yucay
Yuraqyaku distritu	Yuracyacu District
Yurimawas distritu	Yurimaguas District
Yuyapichis distritu	Yuyapichis District
Katiguriya:Kapchiq (Italya)	Category:Italian artists
Plantilla:Ruwaq:wa	Template:User wa
Plantilla:Ruwaq:qu-3	Template:User qu-3
Plantilla:Ruwaq:qu-2	Template:User qu-2
Plantilla:Ruwaq:qu-1	Template:User qu-1
Plantilla:SLV	Template:SLV
Plantilla:SJM	Template:SJM
Plantilla:RWA	Template:RWA
Plantilla:REU	Template:REU
Plantilla:MLT	Template:MLT
Plantilla:KEN	Template:KEN
Plantilla:JAM	Template:JAM
Punku p'anqa: Llaqta pusay	Portal:Politics
Katiguriya:Umalliq (Rusiya)	Category:Presidents of Russia
Plantilla:HND	Template:HND
Katiguriya:Uma kamayuq (Ilanda)	Category:Taoisigh
Warmiy mayu	Huarmey River
Plantilla:CXR	Template:CXR
Katiguriya:Phaqcha (Ikwadur)	Category:Waterfalls of Ecuador
Katiguriya:Makiyasiy (Chunwa)	Category:Volleyball in China
Katiguriya:Nina urqu (Uru Uru suyu)	Category:Volcanoes of Oruro Department
Katiguriya:Paqarisqa 21 ñiqin pachakwatapi kñ	Category:21st-century BC births
Katiguriya:Paqarisqa 23 ñiqin pachakwatapi kñ	Category:23rd-century BC births
Katiguriya:Wañusqa 23 ñiqin pachakwatapi kñ	Category:23rd-century BC deaths
Katiguriya:Paqarisqa 24 ñiqin pachakwatapi kñ	Category:24th-century BC births
Katiguriya:24 ñiqin pachakwata kñ	Category:24th century BC
Katiguriya:Wañusqa 26 ñiqin pachakwatapi kñ	Category:26th-century BC deaths
Katiguriya:Wañusqa 27 ñiqin pachakwatapi kñ	Category:27th-century BC deaths
Katiguriya:29 ñiqin pachakwata kñ	Category:29th century BC
Katiguriya:30 ñiqin pachakwata kñ	Category:30th century BC
Katiguriya:32 ñiqin pachakwata kñ	Category:32nd century BC
Katiguriya:33 ñiqin pachakwata kñ	Category:33rd century BC
Katiguriya:34 ñiqin pachakwata kñ	Category:34th century BC
Katiguriya:35 ñiqin pachakwata kñ	Category:35th century BC
Katiguriya:36 ñiqin pachakwata kñ	Category:36th century BC
Katiguriya:37 ñiqin pachakwata kñ	Category:37th century BC
Katiguriya:38 ñiqin pachakwata kñ	Category:38th century BC
Katiguriya:39 ñiqin pachakwata kñ	Category:39th century BC
Katiguriya:40 ñiqin pachakwata kñ	Category:40th century BC
Punku p'anqa: Allpa llamk'ay	Portal:Agriculture and Agronomy
Katiguriya:Allwiya kamayuqkuna (Piruw)	Category:Peruvian engineers
Pillaru	Pillaro
Katiguriya:Piluta hayt'aq (ACF Fiorentina)	Category:ACF Fiorentina players
Katiguriya:Veneto	Category:Veneto
Plantilla:VGB	Template:VGB
Katiguriya:Piruwpi qhichwa	Category:Valleys of Peru
Katiguriya:Alianza Lima	Category:Alianza Lima
Katiguriya:Liwtu yura rikch'aq ayllu	Category:Alstroemeriaceae
Katiguriya:Kiwicha yura rikch'aq ayllu	Category:Amaranthaceae
Katiguriya:Amarumayu suyu	Category:Amazonas Region
Katiguriya:Anqash suyu	Category:Ancash Region
San Matías - San Carlos amachana sach'a-sach'a	San Matías–San Carlos Protection Forest
Katiguriya:Mawk'a llaqta (Mishiku)	Category:Archaeological sites in Mexico
Katiguriya:Raqacha yura rikch'aq ayllu	Category:Apiaceae
Katiguriya:Apurimaq suyu	Category:Apurímac Region
Katiguriya:Pakcha	Category:Arachnids
Katiguriya:Arawak rimay	Category:Arawakan languages
Katiguriya:Mawk'a llaqta (Ikwadur)	Category:Archaeological sites in Ecuador
Katiguriya:Qhatamarka wamani	Category:Catamarca Province
Katiguriya:Ariqipa	Category:Arequipa
Katiguriya:Taripay amachaq (Arhintina)	Category:Argentine lawyers
Katiguriya:Llimphiq (Arhintina)	Category:Argentine painters
Katiguriya:Arika Parinaqutapas suyu	Category:Arica y Parinacota Region
Katiguriya:Yupa hap'ichiy	Category:Arithmetic
Katiguriya:Umalliq (Yaman)	Category:Presidents of Yemen
Katiguriya:Yawarch'unqa yura rikch'aq ayllu	Category:Onagraceae
Katiguriya:Kapchiy (Kulumbya)	Category:Arts in Colombia
Katiguriya:Tuqti yura rikch'aq ayllu	Category:Juglandaceae
Katiguriya:Ayamaych'a yura rikch'aq ayllu	Category:Orobanchaceae
Katiguriya:Ruq'i yura rikch'aq ayllu	Category:Rhamnaceae
Katiguriya:Kañamu yura rikch'aq ayllu	Category:Cannabaceae
Katiguriya:Wachanqa yura rikch'aq ayllu	Category:Euphorbiaceae
Katiguriya:Kisa yura rikch'aq ayllu	Category:Urticaceae
Katiguriya:Kiswar yura rikch'aq ayllu	Category:Scrophulariaceae
Katiguriya:Kumu-kumu yura rikch'aq ayllu	Category:Aspleniaceae
Katiguriya:Atakama suyu	Category:Atacama Region
Katiguriya:Ayakuchu suyu	Category:Ayacucho Region
Katiguriya:Asway marka	Category:Azuay Province
Katiguriya:BASF	Category:BASF
Katiguriya:Chili-chili yura rikch'aq ayllu	Category:Geraniaceae
Katiguriya:Baltiku rimay	Category:Baltic languages
Katiguriya:Piluta hayt'aq (CA Banfield)	Category:Banfield footballers
Katiguriya:Tiksicha k'allampa	Category:Basidiomycota
Katiguriya:Taripay amachaq (Bilhika)	Category:Belgian lawyers
Katiguriya:Taripay amachaq (Bilisi)	Category:Belizean lawyers
Katiguriya:Beni suyu	Category:Beni Department
Katiguriya:Waranway yura rikch'aq ayllu	Category:Bignoniaceae
Katiguriya:Kawsay yachaq	Category:Biologists
Katiguriya:Piluta hayt'aq (Boca Juniors)	Category:Boca Juniors footballers
Katiguriya:Kapchiq (Buliwya)	Category:Bolivian artists
Katiguriya:Takichaq (Buliwya)	Category:Bolivian composers
Katiguriya:Taripay amachaq (Buliwya)	Category:Bolivian lawyers
Katiguriya:Kusituy (Buliwya)	Category:Bolivian musical groups
Katiguriya:Takiq (Buliwya)	Category:Bolivian singers
Katiguriya:Bolívar marka	Category:Bolívar Province (Ecuador)
Katiguriya:Qipuncha yura rikch'aq ayllu	Category:Boraginaceae
Katiguriya:Qillqaq (Busna-Hirsiquwina)	Category:Bosnia and Herzegovina writers
Katiguriya:Piluta hayt'aq (Botafogo FR)	Category:Botafogo de Futebol e Regatas players
Katiguriya:Taytakura (Brasil)	Category:Brazilian Roman Catholic priests
Katiguriya:Ch'awar yura rikch'aq ayllu	Category:Bromeliaceae
Katiguriya:Taripay amachaq (Bulgarya)	Category:Bulgarian lawyers
Katiguriya:Kashamarka suyu	Category:Cajamarca Region
Katiguriya:Taripay amachaq (Kanada)	Category:Canadian lawyers
Katiguriya:Kiti (Asway marka)	Category:Cantons of Azuay Province
Katiguriya:Kiti (Bolívar marka)	Category:Cantons of Bolívar Province (Ecuador)
Katiguriya:Kiti (Karchi marka)	Category:Cantons of Carchi Province
Katiguriya:Kiti (Kañar marka)	Category:Cantons of Cañar Province
Katiguriya:Kantun (Buliwya)	Category:Cantons of Bolivia
Katiguriya:Kiti (Chimpurasu marka)	Category:Cantons of Chimborazo Province
Katiguriya:Kiti (Kutupaksi marka)	Category:Cantons of Cotopaxi Province
Katiguriya:Kiti (Yawatisuyu)	Category:Cantons of Galápagos Province
Katiguriya:Kiti (Esmeraldas marka)	Category:Cantons of Esmeraldas Province
Katiguriya:Kiti (Wayas marka)	Category:Cantons of Guayas Province
Katiguriya:Kiti (Impapura marka)	Category:Cantons of Imbabura Province
Katiguriya:Kiti (Loja marka)	Category:Cantons of Loja Province
Katiguriya:Kiti (Mayukuna marka)	Category:Cantons of Los Ríos Province
Katiguriya:Kiti (Manawi marka)	Category:Cantons of Manabí Province
Katiguriya:Kiti (Morona Santiago marka)	Category:Cantons of Morona-Santiago Province
Katiguriya:Kiti (Napu marka)	Category:Cantons of Napo Province
Katiguriya:Kiti (Pastasa marka)	Category:Cantons of Pastaza Province
Katiguriya:Kiti (Pichincha marka)	Category:Cantons of Pichincha Province
Katiguriya:Kiti (Santa Elena marka)	Category:Cantons of Santa Elena Province
Katiguriya:Kiti (Sukumpiyu marka)	Category:Cantons of Sucumbíos Province
Katiguriya:Kiti (Tunkurawa marka)	Category:Cantons of Tungurahua Province
Katiguriya:Kiti (Zamora Chinchipi marka)	Category:Cantons of Zamora-Chinchipe Province
Katiguriya:Uma llaqta (Chawpi Awya Yala)	Category:Capitals in Central America
Katiguriya:Karchi marka	Category:Carchi Province
Tunari urqu	Tunari (Bolivia)
Katiguriya:Papaya yura rikch'aq ayllu	Category:Caricaceae
Champara	Champara
Chukirawa	Chuquiraga jussieui
Katiguriya:Mach'ay (Piruw)	Category:Caves of Peru
Katiguriya:Kañar marka	Category:Cañar Province
Katiguriya:Chilu waqachiq	Category:Cellists
Katiguriya:Tusuy (Chili)	Category:Dance in Chile
Katiguriya:Chimpurasu marka	Category:Chimborazo Province
Katiguriya:Taripay amachaq (Dansuyu)	Category:Danish lawyers
Katiguriya:Inlisya (Buliwya)	Category:Churches in Bolivia
Katiguriya:Inlisya (Turkiya)	Category:Churches in Turkey
Katiguriya:Suyu (Watimala)	Category:Departments of Guatemala
Katiguriya:Ch'in pacha (Piruw)	Category:Deserts of Peru
Katiguriya:Distritu (Lima pruwinsya)	Category:Districts of Lima
Katiguriya:Distritukuna (Madrid)	Category:Districts of Madrid
Katiguriya:Distritu (Piruw)	Category:Districts of Peru
Katiguriya:Distritu (Awankay pruwinsya)	Category:Districts of the Abancay Province
Katiguriya:Distritu (Aqupampa pruwinsya)	Category:Districts of the Acobamba Province
Katiguriya:Distritu (Aqumayu pruwinsya)	Category:Districts of the Acomayo Province
Katiguriya:Distritu (Ayha pruwinsya)	Category:Districts of the Aija Province
Katiguriya:Distritu (Amarumayu suyu)	Category:Districts of the Amazonas Region
Katiguriya:Distritu (Ampu pruwinsya)	Category:Districts of the Ambo Province
Katiguriya:Distritu (Anqash suyu)	Category:Districts of the Ancash Region
Katiguriya:Distritu (Antawaylla pruwinsya)	Category:Districts of the Andahuaylas Province
Katiguriya:Distritu (Anta pruwinsya)	Category:Districts of the Anta Province
Katiguriya:Distritu (Antapampa pruwinsya)	Category:Districts of the Antabamba Province
Katiguriya:Distritu (Antonio Raymondi pruwinsya)	Category:Districts of the Antonio Raymondi Province
Katiguriya:Distritu (Apurimaq suyu)	Category:Districts of the Apurímac Region
Katiguriya:Distritu (Ariqipa pruwinsya)	Category:Districts of the Arequipa Province
Katiguriya:Distritu (Ariqipa suyu)	Category:Districts of the Arequipa Region
Katiguriya:Distritu (Ayakuchu suyu)	Category:Districts of the Ayacucho Region
Katiguriya:Distritu (Aymara pruwinsya)	Category:Districts of the Aymaraes Province
Katiguriya:Distritu (Asankaru pruwinsya)	Category:Districts of the Azángaro Province
Katiguriya:Piluta hayt'aq (Nacional Uruwayi)	Category:Club Nacional de Football players
Katiguriya:Distritu (Bolognesi pruwinsya)	Category:Districts of the Bolognesi Province
Katiguriya:Distritu (Bongará pruwinsya)	Category:Districts of the Bongará Province
Katiguriya:Distritu (Kashamarka pruwinsya)	Category:Districts of the Cajamarca Province
Katiguriya:Distritu (Kashamarka suyu)	Category:Districts of the Cajamarca Region
Katiguriya:Distritu (Khallka pruwinsya)	Category:Districts of the Calca Province
Katiguriya:Distritu (Qallaw pruwinsya)	Category:Districts of the Callao Region
Katiguriya:Distritu (Kamana pruwinsya)	Category:Districts of the Camaná Province
Katiguriya:Distritu (K'anas pruwinsya)	Category:Districts of the Canas Province
Katiguriya:Distritu (Qanchi pruwinsya)	Category:Districts of the Canchis Province
Katiguriya:Distritu (Kallawaya pruwinsya)	Category:Districts of the Carabaya Province
Katiguriya:Distritu (Qarawili pruwinsya)	Category:Districts of the Caravelí Province
Katiguriya:Distritu (Qarwa pruwinsya)	Category:Districts of the Carhuaz Province
Katiguriya:Distritu (Aplaw pruwinsya)	Category:Districts of the Castilla Province
Katiguriya:Distritu (Chuqlluqucha pruwinsya)	Category:Districts of the Castrovirreyna Province
Katiguriya:Distritu (Kaylluma pruwinsya)	Category:Districts of the Caylloma Province
Katiguriya:Distritu (Kañiti pruwinsya)	Category:Districts of the Cañete Province
Katiguriya:Distritu (Celendín pruwinsya)	Category:Districts of the Celendín Province
Katiguriya:Distritu (Chachapuyas pruwinsya)	Category:Districts of the Chachapoyas Province
Katiguriya:Distritu (Chiklayu pruwinsya)	Category:Districts of the Chiclayo Province
Katiguriya:Distritu (Chincha pruwinsya)	Category:Districts of the Chincha Province
Katiguriya:Distritu (Chinchiru pruwinsya)	Category:Districts of the Chincheros Province
Katiguriya:Distritu (Chuta pruwinsya)	Category:Districts of the Chota Province
Katiguriya:Distritu (Chukuwitu pruwinsya)	Category:Districts of the Chucuito Province
Katiguriya:Distritu (Chumpiwillka pruwinsya)	Category:Districts of the Chumbivilcas Province
Katiguriya:Distritu (Chupaka pruwinsya)	Category:Districts of the Chupaca Province
Katiguriya:Distritu (Churkampa pruwinsya)	Category:Districts of the Churcampa Province
Katiguriya:Distritu (Kunsipsyun pruwinsya)	Category:Districts of the Concepción Province
Katiguriya:Distritu (Kuntisuyus pruwinsya)	Category:Districts of the Condesuyos Province
Katiguriya:Distritu (Quntumasa pruwinsya)	Category:Districts of the Contumazá Province
Katiguriya:Distritu (Qusqu pruwinsya)	Category:Districts of the Cusco Province
Katiguriya:Distritu (Qusqu suyu)	Category:Districts of the Cusco Region
Katiguriya:Distritu (Cutervo pruwinsya)	Category:Districts of the Cutervo Province
Katiguriya:Distritu (Daniel Alcides Carrión pruwinsya)	Category:Districts of the Daniel Alcides Carrión Province
Katiguriya:Distritu (Mayukillap Iskaynin pruwinsya)	Category:Districts of the Dos de Mayo Province
Katiguriya:Distritu (General Sánchez Cerro pruwinsya)	Category:Districts of the General Sánchez Cerro Province
Katiguriya:Distritu (Grau pruwinsya)	Category:Districts of the Grau Province
Katiguriya:Distritu (Wallaqa pruwinsya)	Category:Districts of the Huallaga Province
Katiguriya:Distritu (Wamali pruwinsya)	Category:Districts of the Huamalíes Province
Katiguriya:Distritu (Wamanqa pruwinsya)	Category:Districts of the Huamanga Province
Katiguriya:Distritu (Wankani pruwinsya)	Category:Districts of the Huancané Province
Katiguriya:Distritu (Wankawillka pruwinsya)	Category:Districts of the Huancavelica Province
Katiguriya:Distritu (Wanta pruwinsya)	Category:Districts of the Huanta Province
Katiguriya:Distritu (Waral pruwinsya)	Category:Districts of the Huaral Province
Katiguriya:Distritu (Waras pruwinsya)	Category:Districts of the Huaraz Province
Katiguriya:Distritu (Wari pruwinsya)	Category:Districts of the Huari Province
Katiguriya:Distritu (Waruchiri pruwinsya)	Category:Districts of the Huarochirí Province
Katiguriya:Distritu (Wawra pruwinsya)	Category:Districts of the Huaura Province
Katiguriya:Distritu (Waylas pruwinsya)	Category:Districts of the Huaylas Province
Katiguriya:Distritu (Waytara pruwinsya)	Category:Districts of the Huaytará Province
Katiguriya:Distritu (Wanuku pruwinsya)	Category:Districts of the Huánuco Province
Katiguriya:Distritu (Wanuku suyu)	Category:Districts of the Huánuco Region
Katiguriya:Distritu (Ika pruwinsya)	Category:Districts of the Ica Province
Katiguriya:Distritu (Ika suyu)	Category:Districts of the Ica Region
Katiguriya:Distritu (Shawsha pruwinsya)	Category:Districts of the Jauja Province
Katiguriya:Distritu (Jaén pruwinsya)	Category:Districts of the Jaén Province
Katiguriya:Distritu (Hunin suyu)	Category:Districts of the Junín Region
Katiguriya:Distritu (Qispi kay suyu)	Category:Districts of the La Libertad Region
Katiguriya:Distritu (Lamar pruwinsya)	Category:Districts of the La Mar Province
Katiguriya:Distritu (Unyun pruwinsya)	Category:Districts of the La Unión Province
Katiguriya:Distritu (Lampalliqi pruwinsya)	Category:Districts of the Lambayeque Province
Katiguriya:Distritu (Lampalliqi suyu)	Category:Districts of the Lambayeque Region
Katiguriya:Distritu (Lampa pruwinsya)	Category:Districts of the Lampa Province
Katiguriya:Distritu (Lawriqucha pruwinsya)	Category:Districts of the Lauricocha Province
Katiguriya:Distritu (Leoncio Prado pruwinsya)	Category:Districts of the Leoncio Prado Province
Katiguriya:Distritu (Luritu suyu)	Category:Districts of the Loreto Region
Katiguriya:Distritu (Lukana pruwinsya)	Category:Districts of the Lucanas Province
Katiguriya:Distritu (Luya pruwinsya)	Category:Districts of the Luya Province
Katiguriya:Distritu (Mayutata suyu)	Category:Districts of the Madre de Dios Region
Katiguriya:Distritu (Mariscal Cáceres pruwinsya)	Category:Districts of the Mariscal Cáceres Province
Katiguriya:Distritu (Mariscal Luzuriaga pruwinsya)	Category:Districts of the Mariscal Luzuriaga Province
Katiguriya:Distritu (Maynas pruwinsya)	Category:Districts of the Maynas Province
Katiguriya:Distritu (Melgar pruwinsya)	Category:Districts of the Melgar Province
Katiguriya:Distritu (Muqiwa suyu)	Category:Districts of the Moquegua Region
Katiguriya:Distritu (Uqrus pruwinsya)	Category:Districts of the Ocros Province
Katiguriya:Distritu (Pachitiya pruwinsya)	Category:Districts of the Pachitea Province
Katiguriya:Distritu (Pallasqa pruwinsya)	Category:Districts of the Pallasca Province
Katiguriya:Distritu (Pariwanaqucha pruwinsya)	Category:Districts of the Parinacochas Province
Katiguriya:Distritu (Paruru pruwinsya)	Category:Districts of the Paruro Province
Katiguriya:Distritu (Pasqu pruwinsya)	Category:Districts of the Pasco Province
Katiguriya:Distritu (Pasqu suyu)	Category:Districts of the Pasco Region
Katiguriya:Distritu (Patas pruwinsya)	Category:Districts of the Pataz Province
Katiguriya:Distritu (Sarasara Pawqar pruwinsya)	Category:Districts of the Paucar del Sara Sara Province
Katiguriya:Distritu (Pikuta pruwinsya)	Category:Districts of the Picota Province
Katiguriya:Distritu (Piwra pruwinsya)	Category:Districts of the Piura Province
Katiguriya:Distritu (Inka wamp'uwatana pruwinsya)	Category:Districts of the Puerto Inca Province
Katiguriya:Distritu (Punu pruwinsya)	Category:Districts of the Puno Province
Katiguriya:Distritu (Punu suyu)	Category:Districts of the Puno Region
Katiguriya:Distritu (Qispiqanchi pruwinsya)	Category:Districts of the Quispicanchi Province
Katiguriya:Distritu (Rikuway pruwinsya)	Category:Districts of the Recuay Province
Katiguriya:Distritu (San Martin pruwinsya)	Category:Districts of the San Martín Province
Katiguriya:Distritu (San Martin suyu)	Category:Districts of the San Martín Region
Katiguriya:Distritu (San Miguel pruwinsya)	Category:Districts of the San Miguel Province
Katiguriya:Distritu (Sandia pruwinsya)	Category:Districts of the Sandia Province
Katiguriya:Distritu (Santa Krus pruwinsya)	Category:Districts of the Santa Cruz Province
Katiguriya:Distritu (Santa pruwinsya)	Category:Districts of the Santa Province
Katiguriya:Distritu (Santiago Chuku pruwinsya)	Category:Districts of the Santiago de Chuco Province
Katiguriya:Distritu (Satipu pruwinsya)	Category:Districts of the Satipo Province
Katiguriya:Distritu (Sichura pruwinsya)	Category:Districts of the Sechura Province
Katiguriya:Distritu (Siwas pruwinsya)	Category:Districts of the Sihuas Province
Katiguriya:Distritu (Sullana pruwinsya)	Category:Districts of the Sullana Province
Katiguriya:Distritu (Taqna pruwinsya)	Category:Districts of the Tacna Province
Katiguriya:Distritu (Taqna suyu)	Category:Districts of the Tacna Region
Katiguriya:Distritu (Talara pruwinsya)	Category:Districts of the Talara Province
Katiguriya:Distritu (Tarata pruwinsya (Piruw))	Category:Districts of the Tarata Province
Katiguriya:Distritu (Tarma pruwinsya)	Category:Districts of the Tarma Province
Katiguriya:Distritu (Tayaqaqa pruwinsya)	Category:Districts of the Tayacaja Province
Katiguriya:Distritu (Truhillu pruwinsya)	Category:Districts of the Trujillo Province
Katiguriya:Distritu (Tumpis suyu)	Category:Districts of the Tumbes Region
Katiguriya:Distritu (Ukayali suyu)	Category:Districts of the Ucayali Region
Katiguriya:Distritu (Utkupampa pruwinsya)	Category:Districts of the Utcubamba Province
Katiguriya:Distritu (Willkawaman pruwinsya)	Category:Districts of the Vilcas Huamán Province
Katiguriya:Distritu (Victor Fajardo pruwinsya)	Category:Districts of the Víctor Fajardo Province
Katiguriya:Distritu (Yaruwillka pruwinsya)	Category:Districts of the Yarowilca Province
Katiguriya:Distritu (Yawli pruwinsya)	Category:Districts of the Yauli Province
Katiguriya:Distritu (Yawyu pruwinsya)	Category:Districts of the Yauyos Province
Katiguriya:Distritu (Yunkay pruwinsya)	Category:Districts of the Yungay Province
Katiguriya:Distritu (Yunkuyu pruwinsya)	Category:Districts of the Yunguyo Province
Katiguriya:Quchapampa suyu	Category:Cochabamba Department
Katiguriya:Taripay amachaq (Duminikana)	Category:Dominican Republic lawyers
Katiguriya:Kapchiq (Kulumbya)	Category:Colombian artists
Katiguriya:Rapachu yura rikch'aq ayllu	Category:Dryopteridaceae
Katiguriya:Ayllu llaqta risirwa (Piruw)	Category:Communal reserves of Peru
Katiguriya:Chilipi pacha kuyuy	Category:Earthquakes in Chile
Katiguriya:Aytipi pacha kuyuy	Category:Earthquakes in Haiti
Katiguriya:Nihunpi pacha kuyuy	Category:Earthquakes in Japan
Katiguriya:Piruwpi pacha kuyuy	Category:Earthquakes in Peru
Katiguriya:Taytakura (Ikwadur)	Category:Ecuadorian Roman Catholic priests
Katiguriya:Kapchiy (Ikwadur)	Category:Ecuadorian art
Katiguriya:Taripay amachaq (Ikwadur)	Category:Ecuadorian lawyers
Katiguriya:Takiq (Ikwadur)	Category:Ecuadorian singers
Katiguriya:Qillqaq (Ikwadur)	Category:Ecuadorian writers
Katiguriya:Kuri marka	Category:El Oro Province
Katiguriya:Kurku kallpanchaq (Inlatirra)	Category:English sportspeople
Katiguriya:Muyuriq pacha	Category:Environment
Katiguriya:Muqu-muqu	Category:Equisetopsida
Katiguriya:Thumana yura rikch'aq ayllu	Category:Ericaceae
Katiguriya:Chachakuma yura rikch'aq ayllu	Category:Escalloniaceae
Katiguriya:Esmeraldas marka	Category:Esmeraldas Province
Katiguriya:Pulitiku (Ithiyupya)	Category:Ethiopian politicians
Katiguriya:Kurku kallpanchaq (Ithiyupya)	Category:Ethiopian sportspeople
Katiguriya:Piluta hayt'aq (Schalke 04)	Category:FC Schalke 04 players
Katiguriya:Piluta Hayt'ay Pachantin Kupa	Category:FIFA World Cup
Katiguriya:Fauna (Arhintina)	Category:Fauna of Argentina
Katiguriya:Fauna (Buliwya)	Category:Fauna of Bolivia
Katiguriya:Fauna (Ikwadur)	Category:Fauna of Ecuador
Machin	Gracile capuchin monkey
Katiguriya:Raymi (Piruw)	Category:Festivals in Peru
Katiguriya:Flora (Awstralya)	Category:Flora of Australia
Katiguriya:Flora (Iwrupa)	Category:Flora of Europe
Katiguriya:Flora (Urin Awya Yala)	Category:Flora of South America
Katiguriya:Piluta hayt'ay klubkuna (Arhintina)	Category:Football clubs in Argentina
Katiguriya:Piluta hayt'ay klubkuna (Kulumbya)	Category:Football clubs in Colombia
Katiguriya:Piluta hayt'ay klubkuna (Grisya)	Category:Football clubs in Greece
Katiguriya:Piluta hayt'ay klubkuna (Piruw)	Category:Football clubs in Peru
Katiguriya:Piluta hayt'ay klubkuna (Uruwayi)	Category:Football clubs in Uruguay
Katiguriya:Sach'a-sach'a	Category:Forests
Katiguriya:Hawa ministru (Ransiya)	Category:French Foreign Ministers
Katiguriya:Yawatisuyu	Category:Galápagos Islands
Katiguriya:Phallcha yura rikch'aq ayllu	Category:Gentianaceae
Katiguriya:Allpamanta yachaykuna (Idaho)	Category:Geography of Idaho
Katiguriya:Allpamanta yachaykuna (Montana)	Category:Geography of Montana
Katiguriya:Allpamanta yachaykuna (Urin Awya Yala)	Category:Geography of South America
Katiguriya:Taripay amachaq (Alimanya)	Category:German lawyers
Katiguriya:Germanu rimay	Category:Germanic languages
Katiguriya:Taripay amachaq (Grisya)	Category:Greek lawyers
Katiguriya:Llimphiq (Grisya)	Category:Greek painters
Katiguriya:Wayakil kiti	Category:Guayaquil Canton
Katiguriya:Wayas marka	Category:Guayas Province
Katiguriya:Llat'an muruyuq	Category:Gymnosperms
Katiguriya:Kachichaq	Category:Halogens
