ئافرىقا	Africa
كىنو مىللىتى	Jino people
كروران قەدىمكى شەهىرى	Loulan Kingdom
ئورۇنچون مىللىتى	Oroqen people
ئەنقەرە ئۇنىۋېرسىتېتى	Ankara University
مەمتىمىن ھوشۇر	Memtimin Hoshur
مۇسئەب ئىبن ئۆمەير	Mus`ab ibn `Umair
پېشاۋار	Peshawar
دۇتار	Dutar
كونا تاڭنامە	Old Book of Tang
تاڭ سۇلالىسىگە دائىر مۇھىم خاتىرىلەر	Tang Huiyao
مۇئاز ئىبنى جەبەل	Muadh ibn Jabal
جۇڭغار ئويمانلىقى	Dzungar basin
قاراشەھەر بازىرى	Karasahr
سۈينامە	Book of Sui
سەئىدىيە خانلىقى	Yarkent Khanate
شىمالىي سۇلالىلەرنىڭ تارىخى	History of the Northern Dynasties
باش تومۇز	Xiaoshu
تۇغلۇق تۆمۇرخان	Tughlugh Timur
چەتئەلگە چىقىپ ئوقۇش	Study abroad
قارا ھۈلەگۈ	Qara Hülëgü
ئۇچتۇرپان ناھىيىسى	Uqturpan County
چىرا ناھىيىسى	Qira County
كەلپىن ناھىيىسى	Kalpin County
قاراقاش ناھىيىسى	Karakax County
جىڭ ناھىيىسى	Jinghe County
نىيە ناھىيىسى	Minfeng County
غۇلجا ناھىيىسى	Yining County
شۇيموگۇ رايونى	Shuimogou District
كېرىيە ناھىيىسى	Keriya County
تۇخۇم نەيچىسى	Fallopian tube
ئابادە ناھىيىسى	Abadeh County
شىنجاڭ ئىشلەپچىقىرىش - قۇرۇلۇش بىڭتۇەنى	Xinjiang Production and Construction Corps
قەشقەر ھېيتگاھ مەسچىتى	Id Kah Mosque
شياڭگاڭ پەن ـ تېخنىكا ئۇنىۋېرسىتېتى	Hong Kong University of Science and Technology
كونا بەش دەۋر تارىخى	Old History of the Five Dynasties
دۇۋا	Duwa
باراق	Ghiyas-ud-din Baraq
ﻣﯧﯔ ﺟىيەنﺠﯘ	Meng Jianzhu
جېمىنەي ناھىيىسى	Jeminay County
توققۇزتارا ناھىيىسى	Tokkuztara County
قاراماي رايونى	Karamay District
نىلقا ناھىيىسى	Nilka County
مۇرات ناسىروۋ	Murat Nasyrov
رۇس مىللىتى	Russians in China
تېكەس ناھىيىسى	Tekes County
توقسۇ ناھىيىسى	Toksu County
ئېسفەھان ۋىلايىتى	Isfahan Province
تۈر:تۈركىيە	Category:Turkey
تۈر:ئۆسۈملۈك	Category:Plants
تۈر:فىزىكا	Category:Physics
تۈر:تەبىئىي پەن	Category:Natural sciences
تۈر:Geografia	Category:Geography
غازى ئۇنىۋېرسىتېتى	Gazi University
قەشقەر دەرياسى	Kashgar River
غىجەك	Ghaychak
كۆكتوقاي بازىرى	Koktokay
لەغمەن	Lamian
تۈركىي مىللەتلەر	Turkish
ھاجەتتەپە ئۇنىۋرېستېتى	Hacettepe University
خۇيزۇ	Hui
سائادەت پارتىيىسى	Felicity Party
دوگانا	Dogana
ساكاريا ئۇنىۋېرسىتېتى	Sakarya University
ماخۇاتېڭ	Ma Huateng
قۇتادغۇبىلىك	Kutadgu Bilig
شەيدۇللا	Xaidulla
ئۇيغۇر بازىرى	Uygur, Amasya
سالانق تەشمەسى	Salang Tunnel
سىۋرى ئارىلى	Sivriada
ياسسى ئارىلى	Yassıada
تۈر:خرىستىئان دىنى	Category:Christianity
بارلاس قەبىلىسى	Barlas
قەدىمكى ئۇيغۇر يېزىقى	Old Uyghur alphabet
جىڭزۇ مىللىتى	Overseas Vietnamese
ئائىلە جەمئىيەتشۇناسلىقى	Sociology of the family
ئەنقەرە ۋىلايىتى	Ankara Province
قاراقاش دەرياسى	Karakash River
يورۇڭقاش دەرياسى	White Jade River
جۇڭغار قۇلانى	Mongolian wild ass
ئەرەب ھەرپلىرى ئاساسىدىكى ئۇيغۇر يېزىقى	Uyghur Arabic alphabet
چەرچەن دەرياسى	Qiemo River
تۇنيۇقۇق	Tonyukuk
قاراباغ	Karabakh
ئىراق ۋە شام ئىسلام دۆلىتى	Islamic State of Iraq and the Levant
ماجيەن	Muhammad Ma Jian
پوزىترونىك مىڭە	Positronic brain
بۇزان	Buzan
پۇشتۇ مىللىتى	Pashtun people
يەسۈ مۆڭكە	Yesü Möngke
تارانچى	Taranchi
مەشرەپ	Meshrep
شىخەنزە ئۇنىۋېرسىتېتى	Shihezi University
قەشقەر ئايىرپورت	Kashgar Airport
مۇقام	Muqam
ئابدۇخالىق ئۇيغۇر	Abduxaliq Uyghur
ئەخمەتجان ﻗﺎﺳﯩﻤﻰ	Ehmetjan Qasim
ئەلجىگىدەي	Eljigidey
گېئورگى بۇچنېر ئەدەبىيات مۇكاپاتى	Georg Büchner Prize
توشقان دەرياسى	Toshkan River
چاڭ	Çeng
مۇباراك شاھ	Mubarak Shah
كۆنچەك	Könchek
ئابدۇرېھىم ئۆتكۈر	Abdurehim Ötkür
سۇلتان سەئىدخان	Sultan Said Khan
دۇۋا تۆمۇرخان	Duwa Temür
تالىقۇ	Taliqu
كېسەل	Calf (anatomy)
نۇر بەكرى	Nur Bekri
ﺩﯨﻠﺒﻪﺭ ﻳﯘﻧﯘﺱ	Dilber Yunus
سۇلتان سۇتۇق بۇغراخان	Sultan Satuq Bughra Khan
بىنەپشە رەڭ	Purple
سەيپىدىن ئەزىزى	Saifuddin Azizi
ئاتىلىم ئۇنىۋېرستېتى	Atılım University
پراۋوسلاۋىيە دىنى	Orthodox Christianity
ئەركىن ئابدۇللا	Erkin Abdulla
ئىستانبۇلدىكى ئۇنىۋېرسىتېتلار:	List of universities in Istanbul
باھچەشەھىر ئۇنىۋېرستېتى	Bahçeşehir University
تەمبۈر	Tanbur
Ördek	Duck
ساران	Saran, East Azerbaijan
قېلىپ:Tl	Template:Tl
قېلىپ:Userbox	Template:Userbox
ئۇخاۋچۈ يېزىسى	Wuhaoqu Township
Wikipedia:Administrators	Wikipedia:Administrators
تۈر:جۇڭخۇا مىللەتلىرى	Category:Ethnic groups in China
مىسىر	Egypt
زوردۇن سابىر	Zordun Sabir
قېلىپ:Bot	Template:Bot
كانادا	Canada
Wikipedia:ھەققىدە	Wikipedia:About
قېلىپ:Flagicon	Template:Flagicon
قېلىپ:Documentation	Template:Documentation
Sung Jae-gi	Sung Jae-gi
تۈرك نەي	Turkish ney
مۇزات دەرياسى	Muzat River
ئايكۆل يېزىسى	Aykol
تۇرغۇن ئالماس	Turghun Almas
قېلىپ:Softredirect	Template:Soft redirect
قېلىپ:Delete	Template:Db
بېيداچۈ يېزىسى	Beidaqu Township
بورقاي يېزىسى	Borhoi Township
تۈر:تىل	Category:Languages
Wikipedia:General disclaimer	Wikipedia:General disclaimer
قېلىپ:Navbox	Template:Navbox
ئورقۇن-يېنسەي يېزىقى	Old Turkic alphabet
خالتىلىق چاشقان	Kangaroo
19 - ماي ئاتاتۈركنى خاتىرلەش، ياشلار ۋە تەنتەربىيە بايرىمى	Commemoration of Atatürk, Youth and Sports Day
ئالاتاۋ ئېغىزى	Alashankou
ئىسمايىل تىلىۋالدى	Ismail Tiliwaldi
قېلىپ:Tnavbar	Template:Navbar
قېلىپ:Babel	Template:Babel
قېلىپ:Commons	Template:Commons
قېلىپ:Reflist	Template:Reflist
قېلىپ:Stub	Template:Stub
قېلىپ:User az	Template:User az
قېلىپ:User de	Template:User de
قېلىپ:User de-1	Template:User de-1
قېلىپ:User es	Template:User es
قېلىپ:User de-3	Template:User de-3
قېلىپ:User en-3	Template:User en-3
قېلىپ:User en-1	Template:User en-1
قېلىپ:User en-2	Template:User en-2
قېلىپ:User en-4	Template:User en-4
قېلىپ:User en	Template:User en
قېلىپ:User de-2	Template:User de-2
قېلىپ:User es-1	Template:User es-1
قېلىپ:User fr-1	Template:User fr-1
قېلىپ:User ja-4	Template:User ja-4
قېلىپ:User sk	Template:User sk
قېلىپ:User tr-2	Template:User tr-2
قېلىپ:User tr	Template:User tr
قېلىپ:User ja	Template:User ja
قېلىپ:User ja-1	Template:User ja-1
قېلىپ:User fr	Template:User fr
قېلىپ:Location map/Info	Template:Location map/Info
قېلىپ:Mod	Template:Mod
قېلىپ:Welcome	Template:Welcome
تۈر:كىشلىك ئالاقە	Category:Human communication
تۈر:User fr-1	Category:User fr-1
قېلىپ:Country showdata	Template:Country showdata
قېلىپ:Category handler	Template:Category handler
قېلىپ:ئافرىقا	Template:Countries of Africa
قېلىپ:Country data NEP	Template:Country data Nepal
قېلىپ:Documentation/docname	Template:Documentation/docname
تۈر:User en-4	Category:User en-4
تۈر:User en	Category:User en
تۈر:User zh	Category:User zh
تۈر:User zh-N	Category:User zh-N
تۈر:User en-2	Category:User en-2
قېلىپ:Infobox	Template:Infobox
قېلىپ:ئىراننىڭ ۋىلايەتلىرى	Template:Provinces of Iran
قېلىپ:User zh	Template:User zh
قېلىپ:Protected title	Template:Protected title
قېلىپ:Legend	Template:Legend
قېلىپ:Ombox	Template:Ombox
قېلىپ:Country data	Template:Country data
قېلىپ:Pp-template	Template:Pp-template
قېلىپ:User ru	Template:User ru
قېلىپ:IPA	Template:IPA
قېلىپ:ئىنجىل	Template:Books of the New Testament
قېلىپ:ئوكيانىيە	Template:Countries and territories of Oceania
قېلىپ:Unreferenced	Category:Articles lacking sources
قېلىپ:جۇڭخۇا خەلق جۇمھۇرىيىتى	Template:Province-level divisions of China
شىنجاڭ تىببى ئۇنىۋېرسىتېتى	Xinjiang Medical University
قېلىپ:Provinces of Uzbekistan	Template:Regions of Uzbekistan
قېلىپ:ياپونىيە	Template:Regions and administrative divisions of Japan
زۇنۇن قادىرى	Zunun Kadir
تۈر:User ja-N	Category:User ja-N
تۈر:سانائەت	Category:Industries
قېلىپ:Tick	Template:Tick
قېلىپ:رۇسىيە	Template:Subdivisions of Russia
قېلىپ:Infobox person	Template:Infobox person
قېلىپ:ياۋروپا	Template:Sovereign states of Europe
تۈر:User az	Category:User az
تۈر:User sk	Category:User sk
تۈر:User fr	Category:User fr
تۈر:User ja	Category:User ja
تۈر:User mn	Category:User mn
تۈر:User az-3	Category:User az-3
تۈر:User fr-3	Category:User fr-3
تۈر:User ja-3	Category:User ja-3
تۈر:User tr-3	Category:User tr-3
تۈر:User tr-1	Category:User tr-1
تۈر:User fr-4	Category:User fr-4
تۈر:User fr-2	Category:User fr-2
تۈر:User ja-2	Category:User ja-2
تۈر:User kk-2	Category:User kk-2
تۈر:User tr-2	Category:User tr-2
تۈر:User ko-N	Category:User ko-N
تۈر:User fr-N	Category:User fr-N
تۈر:User ru-N	Category:User ru-N
تۈر:User fr-5	Category:User fr-5
تۈر:Articles with hCards	Category:Articles with hCards
تۈر:User az-1	Category:User az-1
تۈر:User az-2	Category:User az-2
تۈر:User az-4	Category:User az-4
تۈر:User az-N	Category:User az-N
تۈر:User sk-N	Category:User sk-N
تۈر:User de	Category:User de
تۈر:User de-2	Category:User de-2
تۈر:User de-3	Category:User de-3
تۈر:User de-4	Category:User de-4
تۈر:User de-N	Category:User de-N
شىراز	Shiraz
تۈر:User en-3	Category:User en-3
تۈر:User en-N	Category:User en-N
تۈر:User es	Category:User es
تۈر:User es-1	Category:User es-1
تۈر:User es-N	Category:User es-N
خۇشتار	Khushtar
تۈر:Articles with microformats	Category:Articles with microformats
تۈر:User ja-1	Category:User ja-1
تۈر:User kk	Category:User kk
تۈر:User kk-3	Category:User kk-3
تۈر:User kk-4	Category:User kk-4
تۈر:User kk-N	Category:User kk-N
تۈر:User ko	Category:User ko
تۈر:User ko-3	Category:User ko-3
تۈر:User ky	Category:User ky
تۈر:User ky-2	Category:User ky-2
تۈر:User ky-N	Category:User ky-N
جۇڭخۇا خةلق جۇمھۇرىيتىنىڭ ئةمگةك توختام قانۇنى	Labour Law of the People's Republic of China
تۈر:User ru-1	Category:User ru-1
تۈر:User mn-1	Category:User mn-1
قېلىپ:Table Greekletters	Template:Greek alphabet sidebar
تۈر:ئىقتىساد	Category:Economies
باشقۇرغۇچى مەشغۇلات قوللانمىسى	Wikipedia:Administrators' how-to guide
تۈر:User zh-min-nan	Category:User nan
تۈر:User zh-min-nan-3	Category:User nan-3
قېلىپ:Sockpuppet	Template:Sockpuppet
قېلىپ:User ru-2	Template:User ru-2
تۈر:User ru	Category:User ru
تۈر:User tk	Category:User tk
تۈر:User tk-2	Category:User tk-2
تۈر:User tr	Category:User tr
تۈر:User tr-4	Category:User tr-4
تۈر:User tr-N	Category:User tr-N
تۈر:User ug	Category:User ug
تۈر:User ug-1	Category:User ug-1
تۈر:User ug-2	Category:User ug-2
تۈر:User ug-3	Category:User ug-3
تۈر:User ug-N	Category:User ug-N
تۈر:User uz	Category:User uz
تۈر:User uz-3	Category:User uz-3
ۋىكىپېدىيە:ھۆججەت ئىشلىتىش پىرىنسىپى	Wikipedia:Image use policy
ئۇيغۇر سىرىل يېزىقى	Uyghur Cyrillic alphabet
كرورەن	Loulan
قېلىپ:Infobox City Japan	Template:Infobox city Japan
ساتار	Sataer
تۈر:ۋىتامىنلار	Category:Vitamins
قېلىپ:User ru-1	Template:User ru-1
قېلىپ:User tr-1	Template:User tr-1
قېلىپ:User tr-3	Template:User tr-3
قېلىپ:User uz	Template:User uz
قېلىپ:User zh-1	Template:User zh-1
قېلىپ:User zh-2	Template:User zh-2
قېلىپ:User zh-3	Template:User zh-3
قېلىپ:User zh-4	Template:User zh-4
تۈر:شىنجاڭ ئۇيغۇر ئاپتونوم رايونىدىكى ئالى مەكتەپلەر	Category:Universities and colleges in Xinjiang
تۈر:User zh-1	Category:User zh-1
تۈر:User zh-4	Category:User zh-4
تۈر:User zh-3	Category:User zh-3
تۈر:User zh-2	Category:User zh-2
تۈر:خىمىيىۋى ئېلېمېنت	Category:Chemical elements
تۈر:لېكسىكولوگىيە	Category:Lexicology
تۈر:ئۆزبېكىستان	Category:Uzbekistan
تۈر:جەمئىيەت مەسلىسى	Category:Social issues
تۈر:ئاتوم يادرو فىزىكىسى	Category:Nuclear physics
ئەينەك تالا	Fiberglass
سەۋزە	Carrot
چاغانچېكە يېزىسى	Qagan Qehe Township
تۈر:قەشقەر	Category:Kashgar
تۈر:ئېتمولوگىيە	Category:Etymology
قېلىپ:Flag	Template:Flag
قېلىپ:User ug-1	Template:User ug-1
شىنجاڭ يېزائېگىلىك ئۇنىۋېرسىتېتى	Xinjiang Agricultural University
شىنجاڭ سەنئەت ئىنىستىتۇتى	Xinjiang Arts Institute
شىنجاڭ مالىيە-ئىقتىساد ئۇنىۋېرسىتېتى	Xinjiang University of Finance and Economics
قېلىپ:جۇڭگودىكى مىللەتلەر	Template:Ethnic groups in China
قېلىپ:User ug	Template:User ug
قېلىپ:User mn-1	Template:User mn-1
قېلىپ:UF-hcard-geo	Template:UF-hcard-geo
تۈر:بىيولوگ	Category:Biologists
تراگۇلۇس بۇغىسى	Chevrotain
تۈر:خاس ئات ئىلمى	Category:Onomastics
تۈر:Uyghur tili	Category:Uyghur language
تۈر:User en-1	Category:User en-1
تۈر:User de-1	Category:User de-1
قېلىپ:ئانتروپوتومىيە	Template:Human regional anatomy
قېلىپ:User zh-min-nan-3	Template:User nan-3
قېلىپ:User ug-2	Template:User ug-2
قېلىپ:User ug-3	Template:User ug-3
قېلىپ:User ug-4	Template:User ug-4
ﻗﺎﺭﺍ ﭘﺎﭘﺎﻕ ﻣﯩﻠﻠﯩﺘﻰ	Qarapapaqs
قېلىپ:شىنجاڭ	Template:Xinjiang
سېسىق قوزان	Civet
بۇقا تۆمۇرخان	Buqa Temür
تاش	Roche
كۆكتۈرك خانلىقى	Turkic Khaganate
خوتەن شەھىرى	Hotan
ئالاھىدە:RecentChanges	Special:RecentChanges
تۈر:User ja-4	Category:User ja-4
خارۇكو ئوبوكاتا	Haruko Obokata
ئەركىن سىدىق	Erkin Sidick
