អាហ្វ្រិក	Africa
ចំណាត់ថ្នាក់ក្រុម:ខេត្តរតនៈគិរី	Category:Ratanakiri Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តស្ទឹងត្រែង	Category:Stung Treng Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តស្វាយរៀង	Category:Svay Rieng Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តកោះកុង	Category:Koh Kong Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តពោធិ៍សាត់	Category:Pursat Province
ចំណាត់ថ្នាក់ក្រុម:ចំនួនគត់រឺឡាទីប	Category:Integers
ទំព័រគំរូ:V	Template:V
ចំណាត់ថ្នាក់ក្រុម:ស៊ីហ្គេម	Category:Southeast Asian Games
ចំណាត់ថ្នាក់ក្រុម:ត្រីកោណមាត្រ	Category:Trigonometry
ចំណាត់ថ្នាក់ក្រុម:ទ្រឹស្តីបទ	Category:Theorems
ចំណាត់ថ្នាក់ក្រុម:ទ្រឹស្តីបទគណិតវិទ្យា	Category:Mathematical theorems
ចំណាត់ថ្នាក់ក្រុម:អាកាសយានដ្ឋាន	Category:Airports
ឃុំនិមិត្ត	Nimitt
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអាមេរិក	Category:American physicists
ចំណាត់ថ្នាក់ក្រុម:រូបវិទូអង់គ្លេស	Category:English physicists
ចំណាត់ថ្នាក់ក្រុម:អ្នកនិពន្ធល្បី	Category:Cambodian writers
ចំណាត់ថ្នាក់ក្រុម:នាយករដ្ឋមន្ត្រីសិង្ហបុរី	Category:Prime Ministers of Singapore
ចំណាត់ថ្នាក់ក្រុម:រង្វាន់ណូបែល	Category:Nobel Prize
ទំព័រគំរូ:User pfl-1	Template:User pfl-1
ចំណាត់ថ្នាក់ក្រុម:Wikipedia shortcut box first parameter needs fixing	Category:Wikipedia shortcut box first parameter needs fixing
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសកម្ពុជា	Category:Cambodia
ចំណាត់ថ្នាក់ក្រុម:អ្នកនយោបាយប៉ាគីស្ថាន	Category:Pakistani politicians
ទំព័រគំរូ:Lang-hy	Template:Lang-hy
ទំព័រគំរូ:Tlu	Template:Tlu
ទំព័រគំរូ:Retrieved	Template:Retrieved
ចំណាត់ថ្នាក់ក្រុម:អ្នកនយោបាយខ្មែរ	Category:Cambodian politicians
ចំណាត់ថ្នាក់ក្រុម:អ្នករុករកជនជាតិបារាំង	Category:French explorers
ចំណាត់ថ្នាក់ក្រុម:ស្រីលង្កា	Category:Sri Lanka
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ រង្វាន់ណូបែល	Category:Nobel Prize templates
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូឈ្មោះភាសា	Category:Multilingual support templates
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូក្នុងរូបវិទ្យា	Category:Physics templates
ទំព័រគំរូ:ISO 639 name	Template:ISO 639 name
វិគីភីឌា:ត្រូវការអំណះអំណាង	Wikipedia:Citation needed
ទំព័រគំរូ:FeaturedPicture	Template:Featured picture
ឃុំអូរអំបិល	Ou Ambel
ឃុំអូរបីជាន់	Ou Bei Choan
សង្កាត់អូរចារ	Ou Char
ឃុំអូរដំបង ១	Ou Dambang Muoy
ឃុំអូរដា	Ou Da
ឃុំអូរដំបង ២	Ou Dambang Pir
ឃុំអូររំដួល	Ou Rumduol
ឃុំអូរសំព័រ	Ou Sampor
ឃុំអូរសំរិល	Ou Samrel
ឃុំអូរស្រឡៅ	Ou Sralau
ឃុំអូរតាគី	Ou Ta Ki
គម្រោងសេចក្ដីពុទ្ធសាសនា	Outline of Buddhism
ទំព័រគំរូ:Ed	Template:Ed
ទំព័រគំរូ:ទិន្នន័យប្រទេស Wales	Template:Country data Wales
ទំព័រគំរូ:MONTHABBREV	Template:MONTHABBREV
ចំណាត់ថ្នាក់ក្រុម:អុនសេន	Category:Hot springs
ឃុំប៉ោយចារ	Paoy Char
ចំណាត់ថ្នាក់ក្រុម:ពហុធា	Category:Polynomials
ចំណាត់ថ្នាក់ក្រុម:ពិជគណិតថ្នាក់ដំបូង	Category:Elementary algebra
ចំណាត់ថ្នាក់ក្រុម:អនុគមន៍	Category:Functions and mappings
ចំណាត់ថ្នាក់ក្រុម:ភាសាជប៉ុន	Category:Japanese language
ចំណាត់ថ្នាក់ក្រុម:មធ្យម	Category:Means
ចំណាត់ថ្នាក់ក្រុម:ចតុកោណ	Category:Quadrilaterals
ចំណាត់ថ្នាក់ក្រុម:ត្រីកោណ	Category:Triangles
ចំណាត់ថ្នាក់ក្រុម:សំភារៈ​សំណង់	Category:Building materials
ទំព័រគំរូ:S-off	Template:S-off
ចំណាត់ថ្នាក់ក្រុម:សមីការ	Category:Equations
ពន្ធលើប្រាក់បៀវត្ស	Payroll tax
ចំណាត់ថ្នាក់ក្រុម:ស្ពាននៅប្រទេសជប៉ុន	Category:Bridges in Japan
ឃុំពាមឯក	Peam Aek
ដែនជំរកសត្វព្រៃពាមក្រសោប	Peam Krasop Wildlife Sanctuary
ស្រុកពាមរ	Peam Ro District
ចំណាត់ថ្នាក់ក្រុម:សិទ្ធិ	Category:Rights
ឃុំពេជ្រចិន្តា	Pech Chenda
ចំណាត់ថ្នាក់ក្រុម:User pfl-1	Category:User pfl-1
ទំព័រគំរូ:Agriculture country lists	Template:Agriculture country lists
ទំព័រគំរូ:Hexadecimal	Template:Hexadecimal
ឃុំផ្គាំ	Phkoam
ឃុំផ្លូវមាស	Phlov Meas
ដែនជំរកសត្វព្រៃភ្នំឱរ៉ាល់	Phnom Aural Wildlife Sanctuary
ឃុំភ្នៀត	Phniet
ដែនជំរកសត្វព្រៃភ្នំណាមលៀត	Phnom Nam Lyr Wildlife Sanctuary
ដែនជំរកសត្វព្រៃភ្នំសំកុះ	Phnom Sankos Wildlife Sanctuary
ឃុំភ្នំលៀប	Phnum Lieb
ភ្នំព្រឹក	Phnum Proek
ឃុំភ្នំព្រឹក	Phnum Proek (commune)
ឃុំភ្នំតូច	Phnum Toch
ឃុំភ្នំសំពៅ	Phnum Sampov
ទំព័រគំរូ:Raise	Template:Raise
ឃុំភូមិថ្មី	Phum Thmei
ទំព័រគំរូ:S-end	Template:S-end
ពិសិដ្ឋ ពីលីកា	Pisith Pilika
ទំព័រគំរូ:Periodic tables key	Template:Periodic tables key
ទំព័រគំរូ:Db doc	Template:Db-c1
ទំព័រគំរូ:Template messages	Template:Template messages
ចំណាត់ថ្នាក់ក្រុម:វិភាគគណិតវិទ្យា	Category:Mathematical analysis
ទំព័រគំរូ:Stub documentation	Template:Stub documentation
ទំព័រគំរូ:Contents pages (header bar)	Template:Contents pages (header bar)
ចំណាត់ថ្នាក់ក្រុម:វិសមភាព	Category:Inequalities
ចំណាត់ថ្នាក់ក្រុម:ឧទ្យានជាតិ	Category:National parks
ចំណាត់ថ្នាក់ក្រុម:កោះស៊ូម៉ាត្រា	Category:Sumatra
ចំណាត់ថ្នាក់ក្រុម:មីក្រូសេដ្ឋកិច្ច	Category:Microeconomics
ចំណាត់ថ្នាក់ក្រុម:HTML	Category:HTML
ចំណាត់ថ្នាក់ក្រុម:អាស៊ីហ្គេម	Category:Asian Games
ទំព័រគំរូ:R from Unicode	Template:R from Unicode
ចំណាត់ថ្នាក់ក្រុម:អេឡិចត្រូស្តាទិច	Category:Electrostatics
ចំណាត់ថ្នាក់ក្រុម:អ៊ីសាក់ ញូតុន	Category:Isaac Newton
ចំណាត់ថ្នាក់ក្រុម:អាកាសចរណ៍	Category:Transport
ចំណាត់ថ្នាក់ក្រុម:គណិតវិទ្យាថ្នាក់ដំបូង	Category:Elementary mathematics
ចំណាត់ថ្នាក់ក្រុម:ខេត្តកំពត	Category:Kampot Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តព្រះវិហារ	Category:Preah Vihear Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តបាត់ដំបង	Category:Battambang Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តឧត្ដរមានជ័យ	Category:Oddar Meancheay Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តព្រៃវែង	Category:Prey Veng Province
ចំណាត់ថ្នាក់ក្រុម:ខេត្តសៀមរាប	Category:Siem Reap Province
ចំណាត់ថ្នាក់ក្រុម:ទ្រឹស្តីបទលេខ	Category:Number theory
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភាសា	Template:Infobox language
ទំព័រគំរូ:អត្ថបទខ្លី អំពីកូរ៉េខាងត្បូង	Template:SouthKorea-stub
ទំព័រគំរូ:Wikiversity	Template:Wikiversity
ទំព័រគំរូ:Quickindexnav	Template:Quickindexnav
ទំព័រគំរូ:Statistics	Template:Statistics
ឃុំពន្លៃ	Ponley
វិធីសាស្រ្តស៊េរីស្វ័យគុណ	Power series solution of differential equations
ចំណាត់ថ្នាក់ក្រុម:ភាសាអ៊ីតាលី	Category:Italian language
ចំណាត់ថ្នាក់ក្រុម:ភាសាអេស្ប៉ាញ	Category:Spanish language
ចំណាត់ថ្នាក់ក្រុម:រថក្រោះ	Category:Tanks
ខណ្ឌប្រាំពីរមករា	Prampi Makara District
ឃុំប្រាសាទ	Prasat Char
ឃុំព្រែកខ្ពប	Preaek Khpob
ឃុំព្រែកនរិន្ទ	Preaek Norint
សង្កាត់ព្រែកព្រះស្តេច	Preaek Preah Sdach
ឃុំព្រះនេត្រព្រះ	Preah Netr Preah
ឃុំព្រះពន្លា	Preah Ponlea
ឃុំព្រែកជីក	Prek Chik
ទំព័រគំរូ:គោលការណ៍មូលដ្ឋានរបស់វិគីភីឌា	Template:Wikipedia principles
ឃុំព្រៃចាស់	Prey Chas
ឃុំព្រៃស្វាយ	Prey Svay
ឃុំព្រៃតូច	Prey Touch
ឃុំព្រៃត្រឡាច	Prey Tralach
ទំព័រគំរូ:Usbktop	Template:Usbktop
ទំព័រគំរូ:Usbk	Template:Usbk
ខេត្តនៃកម្ពុជា	Provinces of Cambodia
អាំងតេក្រាលនៃអនុគមន៍សនិទានដឺក្រេទី២	Quadratic integral
ទំព័រគំរូ:Lists by country	Template:Lists by country
ទំព័រគំរូ:Infobox polygon	Template:Infobox polygon
ចំណាត់ថ្នាក់ក្រុម:កោះរបស់ឥណ្ឌូនេស៊ី	Category:Islands of Indonesia
រាជ សម្បត្តិ	Reach Sambath
ឃុំរាំងកេសី	Reang Kesei
ទំព័រគំរូ:Update after	Template:Update after
ទំព័រគំរូ:WPBannerMeta	Template:WPBannerMeta
ទំព័រគំរូ:Cross	Template:Cross
ខេត្តលង់ហោរ	Vĩnh Long Province
សិទ្ធិធ្វើបាតុកម្ម	Right to protest
ទំព័រគំរូ:Navbox hatnote templates	Template:Hatnote templates
ឃុំរបស់មង្គល	Robas Mongkol
ចំណាត់ថ្នាក់ក្រុម:ភ្នំពេញ	Category:Phnom Penh
ចំណាត់ថ្នាក់ក្រុម:ឧទ្យានជាតិនៃព្រះរាជាណាចក្រកម្ពុជា	Category:National parks of Cambodia
ឃុំរហាល	Rohal
ឃុំរហាត់ទឹក	Rohat Tuek
ឃុំរកា (ស្រុកសង្កែ)	Roka
រនាតដែក	Roneat dek
រនាតធុង	Roneat thung
រនាតឯក	Roneat ek
ទំព័រគំរូ:CountryAbbr	Template:CountryAbbr
សង្កាត់រតនៈ	Rotanak
រាជបណ្ឌិត្យសភាកម្ពុជា	Royal Academy of Cambodia
សាកលវិទ្យាល័យភូមិន្ទកសិកម្ម	Royal University of Agriculture, Cambodia
សាកលវិទ្យាល័យភូមិន្ទវិចិត្រសិល្បៈ	Royal University of Fine Arts
សាកលវិទ្យាល័យភូមិន្ទនីតិសាស្ត្រនិងវិទ្យាសាស្ត្រសេដ្ឋកិច្ច	Royal University of Law and Economics
ឃុំឫស្សីក្រាំង	Ruessei Krang
ឃុំប្ញស្សីក្រោក	Ruessei Kraok
ឃុំរូងជ្រៃ	Rung Chrey
ខណ្ឌឫស្សីកែវ	Russey Keo District
ទំព័រគំរូ:Split	Template:Split
ស្រុកស្អាង	S'ang District
ស៊ីប៉ា (អង្គការ)	SIPAR
កម្វុ	Kambu Swayambhuva
ទំព័រគំរូ:រូបវិទ្យា	Template:Branches of physics
ឃុំសំបួរ (ស្រុកមង្គលបុរី)	Sambuor
ស្រុកសាមគ្គីមានជ័យ	Sameakki Mean Chey District
សម្បជញ្ញៈ	Sampajañña
សំរោង	Samraong
ឃុំសំរោង	Samraong, Banteay Meanchey (commune)
ឃុំសំរោងក្នុង	Samraong Knong
ចំណាត់ថ្នាក់ក្រុម:ធរណីមាត្រអ៊ីពែបូលីក	Category:Hyperbolic geometry
វិគីភីឌា:ឯកសារកម្មទំព័រគំរូ	Wikipedia:Template documentation
ឃុំសន្តិភាព	Santepheap
ឃុំសារង្គ	Sarongk
ឃុំស្តៅ	Sdau
ទំព័រគំរូ:CompactTOC8	Template:Compact ToC
ខណ្ឌសែនសុខ	Sen Sok District
ឃុំសិរីមានជ័យ	Serei Maen Cheay
ទំព័រគំរូ:Template sandbox notice	Template:Template sandbox notice
ទំព័រគំរូ:Dmbox	Template:Dmbox
ទំព័រគំរូ:Hydrogen compounds	Template:Hydrogen compounds
ទំព័រគំរូ:Tnavbar-navframe	Template:Navbar-navframe
ទំព័រគំរូ:Image frame	Template:Image frame
ទំព័រគំរូ:Ti	Template:Ti
ទំព័រគំរូ:Information page	Template:Information page
ទំព័រគំរូ:Subcat guideline	Template:Subcat guideline
ទំព័រគំរូ:Sec link	Template:Sec link
ចំណាត់ថ្នាក់ក្រុម:ម៉ាញ៉េតូស្តាទិច	Category:Magnetostatics
ចំណាត់ថ្នាក់ក្រុម:ក្រលាផ្ទៃ	Category:Area
ទំព័រគំរូ:File title	Template:File title
ទំព័រគំរូ:Pp-move	Template:Pp-move
ទំព័រគំរូ:WPFCevent	Template:Infobox former country/event
ទំព័រគំរូ:Infobox broadcasting network	Template:Infobox broadcasting network
ចំណាត់ថ្នាក់ក្រុម:លោការីត	Category:Logarithms
Portal:Current events/Headlines	Portal:Current events/Headlines
ទំព័រគំរូ:JD	Template:JD
ទំព័រគំរូ:CURRENTMINUTE	Template:CURRENTMINUTE
ទំព័រគំរូ:Substituted	Template:Subst only
ស្ទឹងសៀមរាប	Siem Reap River
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអ៊ូបេគីស្ថាន	Template:UZB
ទំព័រគំរូ:OnHold	Template:On hold
ជំរំជនភៀសខ្លួន សាយធូ	Site Two Refugee Camp
ទំព័រគំរូ:Question	Template:Question
សង្កាត់ស្លាកែត	Sla Kaet
ឃុំស្លក្រាម	Sla Kram
ឃុំស្នឹង	Snoeng
ដែនជំរកសត្វព្រៃស្នូល	Snoul Wildlife Sanctuary
ឃុំសឿ	Soea
ឃុំសឹង្ហ	Soengh
សុខ ស្រីមុំ	Sok Sreymom
រឿងសូផាត	Sophat
ស៊ូ យ៉ាទី	Sou Yaty
បញ្ជីរាយនាម ជ័យលាភីរង្វាន់ណូបែល ផ្នែកគីមីវិទ្យា	List of Nobel laureates in Chemistry
ឃុំសូភី	Souphi
ទំព័រគំរូ:ខេត្ត-រាជធានីកម្ពុជា	Template:Provinces of Cambodia
ឃុំស្ពានស្រែង	Spean Sraeng Rouk
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអេស្ប៉ាញ	Template:Country data Spain
ទំព័រគំរូ:Usage of IPA templates	Template:Usage of IPA templates
ឃុំស្រះរាំង	Srah Reang
ឃុំស្រះជីក	Srah Chik
ស្រឡៃ	Sralai
កាសែតស្រឡាញ់ខ្មែរ	Sralanh Khmer
ទំព័រគំរូ:Pad	Template:Pad
ទំព័រគំរូ:If pagename	Template:When pagename is
ទំព័រគំរូ:ទិន្នន័យប្រទេស កាណាដា	Template:Country data Canada
ស្រុកស្ទោង	Stoung District
ទំព័រគំរូ:Class	Template:Class
ទំព័រគំរូ:Class mask	Template:Class mask
ក្រុងសួង	Suong, Cambodia
ទំព័រគំរូ:Collapsible sections option	Template:Collapsible sections option
ទំព័រគំរូ:Column-rule	Template:Column-rule
ទំព័រគំរូ:Connected contributor	Template:Connected contributor
ទំព័រគំរូ:Consensus	Template:Consensus
ទំព័រគំរូ:Conservation status	Template:Conservation status
ទំព័រគំរូ:Contradiction-inline	Template:Contradiction-inline
ទំព័រគំរូ:Convert/BTU	Template:Convert/BTU
ទំព័រគំរូ:Convert/C-change	Template:Convert/C-change
ទំព័រគំរូ:Convert/Dual/LoffAoffDxSoffT	Template:Convert/Dual/LoffAoffDxSoffT
ទំព័រគំរូ:Convert/LoffAoffDorSoff	Template:Convert/LoffAoffDorSoff
ទំព័រគំរូ:Convert/LoffAonDsSoffT	Template:Convert/LoffAoffDbrSoffT
ទំព័រគំរូ:Convert/and/AonSoff	Template:Convert/and/AonSoff
ឃុំស្វាយចេក	Svay Chek (commune)
ទំព័រគំរូ:Convert/list of units	Template:Convert/list of units
ទំព័រគំរូ:Convert/list of units/foot note	Template:Convert/list of units/foot note
ទំព័រគំរូ:Convert/list of units/length/SI	Template:Convert/list of units/length/SI
ទំព័រគំរូ:Convert/list of units/length/metric	Template:Convert/list of units/length/metric
ទំព័រគំរូ:Convert/nm	Template:Convert/nm
ទំព័រគំរូ:Convert/numdisp/frac	Template:Hands/numdisp/frac
ទំព័រគំរូ:Convert/numdisp/frac1	Template:Hands/numdisp/frac1
ទំព័រគំរូ:Convert/x/AonSoff	Template:Convert/x/AonSoff
ទំព័រគំរូ:Cookbook	Template:Cookbook
ទំព័រគំរូ:Coord/prec dec	Template:Coord/prec dec
ទំព័រគំរូ:CopyrightedFreeUseProvided	Template:CopyrightedFreeUseProvided
ទំព័រគំរូ:Council of Europe	Template:Council of Europe
ទំព័រគំរូ:Country IOC alias CAM	Template:Country IOC alias CAM
ទំព័រគំរូ:Flag	Template:Flag
ទំព័រគំរូ:Intellectual property	Template:Intellectual property
ទំព័រគំរូ:ទិន្នន័យប្រទេស ម៉ាល់ឌីវ	Template:Country data Maldives
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសសិង្ហបុរី	Template:Country data Singapore
ទំព័រគំរូ:ទិន្នន័យប្រទេស យេម៉ែន	Template:Country data Yemen
ឃុំតាបែន	Ta Baen
ឃុំតាគង់	Ta Kong
ឃុំតាក្រី	Ta Krai
ឃុំតាគ្រាម	Ta Kream
ឃុំតាឡំ	Ta Lam
ឃុំតាលាស់	Ta Loas
ឃុំតាម៉ឺន	Ta Meun
ឃុំតាប៉ុន	Ta Pon
ឃុំតាពូង	Ta Pung
ឃុំតាសែន	Ta Saen
ឃុំតាសាញ	Ta Sanh
ឃុំតាសា្ត	Ta Sda
ឃុំតាតោក	Ta Taok
ទំព័រគំរូ:Lang-pl	Template:Lang-pl
ជនជាតិទំពួន	Tampuan people
ឃុំទានកាំ	Tean Kam
ទំព័រគំរូ:Country flag IOC alias USA	Template:Country flag IOC alias USA
ទំព័រគំរូ:ទំព័រគំរូវប្បធម៌អាស៊ី	Template:Culture of Asia templates
ទំព័រគំរូ:DANFS	Template:DANFS
ទំព័រគំរូ:DPP/logo	Template:DPP/logo
រ៉ូយ៉ាល់គ្រុប	The Royal Group
ល្ខោនខ្មែរ	Theatre of Cambodia
ទំព័រគំរូ:Unreliable sources	Template:Unreliable sources
ឃុំធិបតី	Thipakdei
ទំព័រគំរូ:Str right	Template:Str right
កាលប្បវត្តិសិង្ហបុរី	Timeline of Singaporean history
ទំព័រគំរូ:Diff	Template:Diff
ឃុំត្រែង	Traeng
ទ្រសោធំ	Tro sau thom
ទ្រខ្មែរ	Tro Khmer
ទ្រសោតូច	Tro sau toch
ទ្រអ៊ូ	Tro u
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រវៀតណាម	Template:History of Vietnam
ឃុំទឹកថ្លា	Tuek Thla, Banteay Meanchey
សង្កាត់ទឹកថ្លា	Tuek Thla, Phnom Penh
រឿង ទុំទាវ	Tum Teav
ឃុំទួលពង្រ	Tuol Pongro
សង្កាត់ទួលតាឯក	Tuol Ta Aek
ចំណាត់ថ្នាក់ក្រុម:Protection templates	Category:Protection templates
សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល	University of Health Sciences – Cambodia
វ៉ាន់ឌី កាអុន	Vandy Kaonn
ចំណាត់ថ្នាក់ក្រុម:ភាសាអង់គ្លេស	Category:English language
អ៊ូ វីរៈ	Virak Ou
សង្កាត់វត្តគរ	Voat Kor
វត្តបុទម	Wat Botum
វត្តមហាមន្ត្រី	Wat Moha Montrey
វត្តសារាវន្ត	Wat Saravan
ទំព័រគំរូ:FOSS	Template:FOSS
ទំព័រគំរូ:សង្គមនិយមតាមរដ្ឋ	Template:Socialism by state
ស្រុកកំពង់រោទិ៍	Kampong Rou District
Yahoo! Gallery	Yahoo! Gallery
យាយ ម៉ៅ	Yeay Mao
ទំព័រគំរូ:Scientists whose names are used as SI units	Template:Scientists whose names are used as SI units
ទំព័រគំរូ:OCA	Template:OCA
ទំព័រគំរូ:G8	Template:G8 nations
ទំព័រគំរូ:Cambodia-geo-stub	Template:Cambodia-geo-stub
ទំព័រគំរូ:Monarchies	Template:Monarchies
ទំព័រគំរូ:WikiProject Biography	Template:WikiProject Biography
ទំព័រគំរូ:សំលៀកបំពាក់	Template:Clothing
ទំព័រគំរូ:Fapages	Template:Fapages
ទំព័រគំរូ:Countries and regions of the Caucasus	Template:Countries and regions of the Caucasus
ទំព័រគំរូ:Guideline list	Template:Guideline list
ទំព័រគំរូ:Technology	Template:Technology
ទំព័រគំរូ:Diatomicelements	Template:Diatomicelements
ទំព័រគំរូ:Nature nav	Template:Nature
ទំព័រគំរូ:Style	Template:Style
ទំព័រគំរូ:ទីក្រុងធំៗបំផុតកម្ពុជា	Template:Largest cities of Cambodia
ទំព័រគំរូ:Time Persons of the Year 2001–2025	Template:Time Persons of the Year 2001–2025
ទំព័រគំរូ:OSCE	Template:OSCE
ទំព័រគំរូ:Natural sciences-footer	Template:Natural science
ទំព័រគំរូ:Indo-Iranian languages	Template:Indo-Iranian languages
ទំព័រគំរូ:Help navigation	Template:Help navigation
ទំព័រគំរូ:ឋានន្តរសក្ដិរាជវង្សនិងអភិជន	Template:Royal and noble ranks
ទំព័រគំរូ:BranchesofChemistry	Template:Branches of chemistry
ទំព័រគំរូ:Burmese script	Template:Contains Burmese text
ទំព័រគំរូ:User Alternate Acct	Template:User alternative account
ទំព័រគំរូ:Infobox country Olympics	Template:Infobox country Olympics
ទំព័រគំរូ:ប្រអប់យុទ្ធនាការ សង្គ្រាមវៀតណាម	Template:Campaignbox Vietnam War
ទំព័រគំរូ:Number of portals	Template:Number of portals
ទំព័រគំរូ:ជ័យលាភីរង្វាន់ណូបែល ផ្នែកគីមីវិទ្យា ឆ្នាំ ១៩០១-១៩២៥	Template:Nobel Prize in Chemistry Laureates 1901–1925
ទំព័រគំរូ:Microeconomics	Template:Microeconomics
ទំព័រគំរូ:User vi-2	Template:User vi-2
ទំព័រគំរូ:User vi-1	Template:User vi-1
ចំណាត់ថ្នាក់ក្រុម:Wikipedia documentation pages	Category:Wikipedia documentation pages
ទំព័រគំរូ:User zh-min-nan-4	Template:User nan-4
ទំព័រគំរូ:User zh-min-nan-2	Template:User nan-2
ទំព័រគំរូ:User km-0	Template:User km-0
ទំព័រគំរូ:User id-2	Template:User id-2
ទំព័រគំរូ:UF-hcard-geo	Template:UF-hcard-geo
ទំព័រគំរូ:PDB	Template:PDB
ទំព័រគំរូ:Template shortcut	Template:Template shortcut
ទំព័រគំរូ:OMIM2	Template:OMIM2
ទំព័រគំរូ:Nav book tool	Template:Nav book tool
ទំព័រគំរូ:Likely	Template:Likely
ទំព័រគំរូ:Lang-th	Template:Lang-th
ទំព័រគំរូ:Lang-sq	Template:Lang-sq
ទំព័រគំរូ:Lang-pi	Template:Lang-pi
ទំព័រគំរូ:Lang-pa	Template:Lang-pa
ទំព័រគំរូ:Lang-es	Template:Lang-es
ទំព័រគំរូ:Lang-ca	Template:Lang-ca
ទំព័រគំរូ:Lang-bo	Template:Lang-bo
ទំព័រគំរូ:Lang-az	Template:Lang-az
ទំព័រគំរូ:Km icon	Template:Km icon
ទំព័រគំរូ:In5	Template:In5
ទំព័រគំរូ:ISO 639 name eo	Template:ISO 639 name eo
ទំព័រគំរូ:ISO 3166	Template:ISO 3166
ទំព័រគំរូ:Getalias	Template:Getalias
ទំព័រគំរូ:DiseasesDB2	Template:DiseasesDB2
ទំព័រគំរូ:Country flag IOC alias CAM	Template:Country flag IOC alias CAM
ទំព័រគំរូ:Mammal-stub	Template:Mammal-stub
ចំណាត់ថ្នាក់ក្រុម:នាមត្រូលជនជាតិជប៉ុន	Category:Japanese-language surnames
ចំណាត់ថ្នាក់ក្រុម:ក្រុមហ៊ុនអាកាសចរណ៍	Category:Airliners
ចំណាត់ថ្នាក់ក្រុម:ពិជគណិត	Category:Algebra
ចំណាត់ថ្នាក់ក្រុម:មុំ	Category:Angle
ចំណាត់ថ្នាក់ក្រុម:នព្វន្ធ	Category:Arithmetic
ទំព័រគំរូ:Template notes	Template:Template notes
Module:Citation	Module:Citation
ចំណាត់ថ្នាក់ក្រុម:ស្ពាននៅអាស៊ី	Category:Bridges in Asia
ចំណាត់ថ្នាក់ក្រុម:ស្ពាននៅកម្ពុជា	Category:Bridges in Cambodia
ចំណាត់ថ្នាក់ក្រុម:ព្រះពុទ្ធសាសនានៅប្រទេសបារាំង	Category:Buddhism in France
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ អំពីព្រះពុទ្ធសាសនា	Category:Buddhism stubs
ទំព័រគំរូ:Multicol	Template:Multicol
សិទ្ធិកុមារ	Children's rights
ចំណាត់ថ្នាក់ក្រុម:អាស៊ីខាងកើត	Category:East Asia
ទំព័រគំរូ:Chess diagram 6x6	Template:Chess diagram 6x6
ចំណាត់ថ្នាក់ក្រុម:អេឡិចត្រូម៉ាញ៉េទិច	Category:Electromagnetism
ទំព័រគំរូ:Lang-mn	Template:Lang-mn
ទំព័រគំរូ:Lang-sa	Template:Lang-sa
ទំព័រគំរូ:Lang-sv	Template:Lang-sv
វិគីភីឌា:វិគីគម្រោងប្រវត្តិសាស្ត្រ	Wikipedia:WikiProject History
វិគីភីឌា:WikiProject Education	Wikipedia:WikiProject Education
វិគីភីឌា:វិគីគម្រោង សាកលវិទ្យាល័យ	Wikipedia:WikiProject Universities
ចំណាត់ថ្នាក់ក្រុម:រាជរដ្ឋាភិបាលកម្ពុជា	Category:Government of Cambodia
ទំព័រគំរូ:Precision/tz	Template:Precision/tz
ទំព័រគំរូ:Precision/tz/1	Template:Precision/tz/1
ទំព័រគំរូ:Lts	Template:Lts
ចំណាត់ថ្នាក់ក្រុម:សិទ្ធិមនុស្សនៅកម្ពុជា	Category:Human rights in Cambodia
ចំណាត់ថ្នាក់ក្រុម:ខេត្តកំពង់ឆ្នាំង	Category:Kampong Chhnang Province
ទំព័រគំរូ:Coord how-to	Template:Coord how-to
ចំណាត់ថ្នាក់ក្រុម:បណ្ណាល័យ	Category:Libraries
ចំណាត់ថ្នាក់ក្រុម:មេរថក្រោះសមរភូមិ	Category:Main battle tanks
ជំនួយ:Books/Frequently Asked Questions	Help:Books/FAQ
ជំនួយ:Books/Printed books	Help:Books/Printed books
ជំនួយ:Books/for experts	Help:Books/for experts
ជំនួយ:អសង្ស័យកម្ម	Help:Disambiguation
ជំនួយ:មាតិកា/សេចក្តីផ្តើម	Help:Getting started
វិគីភីឌា:IPA for Thai and Lao	Help:IPA for Thai and Lao
វិគីភីឌា:Link color	Help:Link color
ជំនួយ:ជំនួយពហុភាសា (ព្រាហ្ម)	Help:Multilingual support (Indic)
